game_id,move_number,player,column,row,algorithm,depth,nodes_expanded,pruned_nodes,decision_time,board_state,timestamp
2,6,2,4,5,iterative,5,2575,1787,0.15150904655456543,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 1, 1, 2, 0, 0]]",2025-12-16T01:53:35.493886
2,7,1,1,5,minimax_ab,5,1939,696,0.08757710456848145,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:35.581491
2,8,2,0,5,iterative,5,1,0,1.1920928955078125e-05,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:35.581518
2,9,1,2,4,minimax_ab,5,2336,1303,0.1085062026977539,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:35.690044
2,10,2,2,3,iterative,5,1989,1062,0.13421106338500977,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 0, 1, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:35.824284
2,11,1,1,4,minimax_ab,5,1,0,1.71661376953125e-05,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 1, 1, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:35.824316
2,12,2,2,2,iterative,5,2636,1147,0.17336010932922363,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 1, 1, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:35.997694
2,13,1,3,1,minimax_ab,5,2737,1222,0.1352388858795166,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 1, 1, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:36.132965
2,14,2,2,1,iterative,5,2273,882,0.1774899959564209,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 1, 1, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:36.310487
2,15,1,2,0,minimax_ab,5,1,0,1.5735626220703125e-05,"[[0, 0, 1, 0, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 1, 1, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:36.310521
2,16,2,3,0,iterative,5,1611,541,0.11669301986694336,"[[0, 0, 1, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 1, 1, 2, 0, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:36.427231
2,17,1,4,4,minimax_ab,5,962,397,0.045836687088012695,"[[0, 0, 1, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 0, 2, 2, 0, 0, 0], [0, 0, 2, 1, 0, 0, 0], [0, 1, 1, 2, 1, 0, 0], [2, 1, 1, 1, 2, 0, 0]]",2025-12-16T01:53:36.473095
